1. Arts the Beatdoctor - Transitions = Mood: Deep, Melancholic | Time: Night | Energy: Calm, Dreamy
274. Summoning - Dol Guldur = Mood: Deep, Eerie | Time: Night | Energy: Dark, Dreamy
275. The Housemartins - London 0 Hull 4 = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Energetic
276. Felt - Forever Breathes the Lonely Word = Mood: Melancholic, Nostalgic | Time: Sunset | Energy: Cozy, Dreamy
277. Fields of the Nephilim - The Nephilim = Mood: Eerie, Deep | Time: Night | Energy: Dark, Aggressive
278. A Place to Bury Strangers - Exploding Head = Mood: Angry, Eerie | Time: Night | Energy: Aggressive, Dark
279. The Pop Group - For How Much Longer = Mood: Angry, Eerie | Time: Night | Energy: Aggressive, Weird
280. Nu Genea - Bar Mediterraneo = Mood: Euphoric, Nostalgic | Time: Sunset | Energy: Groovy, Cozy
281. Stand High Patrol - The Shift = Mood: Euphoric, Trippy | Time: Sunset | Energy: Groovy, Cozy
282. Asylum Party - Borderline = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Calm
283. foxtails - fawn = Mood: Melancholic, Sad | Time: Sunset | Energy: Dreamy, Calm
284. Mute Beat - In Dub = Mood: Deep, Trippy | Time: Sunset | Energy: Groovy, Calm
285. Gétatchèw Mèkurya - Éthiopiques 14 = Mood: Euphoric, Deep | Time: Day | Energy: Energetic, Weird
286. Yasuaki Shimizu - Kakashi = Mood: Trippy, Deep | Time: Night | Energy: Weird, Calm
287. The Replacements - Let It Be = Mood: Euphoric, Angry | Time: Day | Energy: Energetic, Cozy
288. Parquet Courts - Wide Awake! = Mood: Angry, Euphoric | Time: Day | Energy: Energetic, Groovy
289. Radiohead - Amnesiac = Mood: Eerie, Deep | Time: Night | Energy: Dark, Weird
290. Ty Segall - Melted = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
291. Meshuggah - Nothing = Mood: Angry, Deep | Time: Night | Energy: Aggressive, Dark
292. Pantera - Vulgar Display of Power = Mood: Angry | Time: Day | Energy: Aggressive, Energetic
293. UNKLE - Psyence Fiction = Mood: Deep, Melancholic | Time: Night | Energy: Groovy, Dark
294. 5nizza - о5 = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Groovy
295. August Burns Red - Messengers = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
296. Field Rotation - Acoustic Tales = Mood: Deep, Melancholic | Time: Morning | Energy: Calm, Dreamy
297. Bohren & der Club of Gore - Sunset Mission = Mood: Deep, Eerie | Time: Late Night | Energy: Calm, Dark
298. Hrsta - Ghosts Will Come And Kiss Our Eyes = Mood: Deep, Eerie | Time: Night | Energy: Calm, Dreamy
299. Morphine - Cure for Pain = Mood: Deep, Melancholic | Time: Late Night | Energy: Groovy, Dark
300. Kvelertak - Mjød = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
301. Strapping Young Lad - Possessions = Mood: Angry | Time: Day | Energy: Aggressive, Energetic
302. Megadeth - 1000 Times Goodbye = Mood: Angry, Deep | Time: Night | Energy: Aggressive, Energetic
303. Coldworld - Tortured by Solitude = Mood: Sad, Eerie | Time: Night | Energy: Dark, Dreamy
304. Jeremy Soule - Skyrim OST = Mood: Deep, Nostalgic | Time: Morning | Energy: Calm, Dreamy
305. KoRn - Follow the Leader = Mood: Angry, Eerie | Time: Night | Energy: Aggressive, Dark
306. Entschuldigung - EP = Mood: Eerie, Trippy | Time: Night | Energy: Dark, Weird
307. Мистер Малой - Буду пагибать молодым = Mood: Euphoric, Angry | Time: Night | Energy: Groovy, Energetic
308. The Beach Boys - Pet Sounds = Mood: Nostalgic, Melancholic | Time: Sunset | Energy: Cozy, Dreamy
309. Гости из будущего - Беги от меня = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Energetic
310. Hi-Fi - Первый контакт = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Energetic
311. Буерак - Страсть к курению = Mood: Melancholic, Nostalgic | Time: Night | Energy: Cozy, Dark
312. BADBADNOTGOOD - IV = Mood: Deep, Euphoric | Time: Night | Energy: Groovy, Calm
313. Alphaville - Forever Young = Mood: Melancholic, Nostalgic | Time: Night | Energy: Groovy, Dreamy
314. Cream Soda - Пожар = Mood: Euphoric | Time: Night | Energy: Groovy, Energetic
315. J Dilla - Donuts = Mood: Nostalgic, Deep | Time: Sunset | Energy: Groovy, Cozy
316. Dâm-Funk - 7 Days of Funk = Mood: Euphoric, Trippy | Time: Night | Energy: Groovy, Cozy
317. D'Angelo - Voodoo = Mood: Deep, Euphoric | Time: Late Night | Energy: Groovy, Cozy
318. George Clinton - Computer Games = Mood: Euphoric, Trippy | Time: Day | Energy: Groovy, Energetic
319. Anthony Naples - Orbs = Mood: Deep, Trippy | Time: Night | Energy: Groovy, Dreamy
320. Linkin Park - Meteora = Mood: Angry, Sad | Time: Day | Energy: Aggressive, Energetic
321. Death Grips - Exmilitary = Mood: Angry, Eerie | Time: Day | Energy: Aggressive, Energetic
322. Childish Gambino - Because the Internet = Mood: Melancholic, Trippy | Time: Night | Energy: Groovy, Cozy
323. Drexciya - Grava 4 = Mood: Deep, Trippy | Time: Night | Energy: Energetic, Weird
324. DJ Krush - Jaku = Mood: Deep, Melancholic | Time: Late Night | Energy: Calm, Groovy
325. Gorillaz - Gorillaz = Mood: Euphoric, Trippy | Time: Day | Energy: Groovy, Energetic
326. The Flying Lizards - The Flying Lizards = Mood: Euphoric, Eerie | Time: Night | Energy: Weird, Groovy
327. Nils Frahm - Spaces = Mood: Deep, Melancholic | Time: Late Night | Energy: Calm, Dreamy
328. Mew - And the Glass Handed Kites = Mood: Euphoric, Trippy | Time: Day | Energy: Energetic, Dreamy
329. Steve Reich - Music for 18 Musicians = Mood: Deep, Trippy | Time: Morning | Energy: Calm, Dreamy
330. Ryuichi Sakamoto - Thousand Knives = Mood: Deep, Trippy | Time: Night | Energy: Calm, Weird
331. Верасы - Музыка для всех = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Groovy
332. Союз - Сила ветра = Mood: Euphoric, Nostalgic | Time: Day | Energy: Energetic, Cozy
333. Scientist - Dance of the Vampires = Mood: Trippy, Euphoric | Time: Night | Energy: Groovy, Weird
334. Fennesz - Endless Summer = Mood: Deep, Melancholic | Time: Sunset | Energy: Dreamy, Calm
335. The Necks - Silent Night = Mood: Deep, Trippy | Time: Late Night | Energy: Calm, Dreamy
336. Cranes - Loved = Mood: Melancholic, Sad | Time: Night | Energy: Dreamy, Dark
337. Sun Kil Moon - Benji = Mood: Sad, Deep | Time: Morning | Energy: Calm, Cozy
338. Beat Happening - Beat Happening = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Weird
339. Xiu Xiu - Fabulous Muscles = Mood: Eerie, Sad | Time: Night | Energy: Weird, Aggressive
340. Sade - Diamond Life = Mood: Nostalgic, Melancholic | Time: Late Night | Energy: Cozy, Groovy
341. Arctic Monkeys - Whatever People Say I Am = Mood: Euphoric, Angry | Time: Night | Energy: Energetic, Groovy
342. Marvin Gaye - What's Going On = Mood: Deep, Nostalgic | Time: Sunset | Energy: Groovy, Cozy
343. American Football - American Football = Mood: Melancholic, Nostalgic | Time: Sunset | Energy: Calm, Cozy
344. Bdrmm - I Don't Know = Mood: Melancholic, Trippy | Time: Sunset | Energy: Dreamy, Calm
345. Шаййм - Радостные дни = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Groovy
346. African Head Charge - Songs of Praise = Mood: Trippy, Deep | Time: Night | Energy: Groovy, Weird
347. Sunn O))) - Black One = Mood: Eerie, Deep | Time: Night | Energy: Dark, Aggressive
348. Drive Like Jehu - Yank Crime = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
349. Acid Bath - When the Kite String Pops = Mood: Eerie, Angry | Time: Night | Energy: Aggressive, Dark
350. Slayer - God Hates Us All = Mood: Angry | Time: Night | Energy: Aggressive, Dark
351. The Pharcyde - Labcabincalifornia = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Cozy
352. Guided by Voices - Bee Thousand = Mood: Euphoric, Nostalgic | Time: Day | Energy: Energetic, Cozy
353. Blind Guardian - Nightfall in Middle-Earth = Mood: Deep, Euphoric | Time: Night | Energy: Energetic, Aggressive
354. Don Caballero - What Burns Never Returns = Mood: Trippy, Angry | Time: Night | Energy: Energetic, Weird
355. Slipknot - All Hope Is Gone = Mood: Angry | Time: Night | Energy: Aggressive, Dark
356. Dinosaur Jr - You're Living All Over Me = Mood: Angry, Melancholic | Time: Day | Energy: Energetic, Aggressive
357. The Slits - Cut = Mood: Euphoric, Angry | Time: Day | Energy: Energetic, Groovy
358. Koto - Visitors = Mood: Euphoric, Trippy | Time: Night | Energy: Energetic, Groovy
359. White Stripes - Get Behind Me Satan = Mood: Angry, Euphoric | Time: Day | Energy: Energetic, Aggressive
360. Владимир Кузьмин - Ромео и Джульетта = Mood: Nostalgic, Euphoric | Time: Sunset | Energy: Cozy, Groovy
361. Старуха Мха - Rusali = Mood: Eerie, Deep | Time: Night | Energy: Dark, Calm
362. Fugazi - Fugazi = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
363. АК-47 - Megapolice = Mood: Angry, Euphoric | Time: Night | Energy: Aggressive, Groovy
364. Comsat Angels - Sleep No More = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Calm
365. Red Lorry Yellow Lorry - Blow = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Groovy
366. Руки Вверх - Сделай погромче = Mood: Euphoric | Time: Day | Energy: Energetic, Groovy
367. New Composers - Sputnik = Mood: Trippy, Deep | Time: Night | Energy: Dreamy, Weird
368. Maximum Joy - Stretch = Mood: Euphoric, Trippy | Time: Night | Energy: Groovy, Energetic
369. James Chance & The Contortions - Buy = Mood: Angry, Euphoric | Time: Night | Energy: Aggressive, Groovy
370. Hella - Hold Your Horse Is = Mood: Trippy, Angry | Time: Day | Energy: Energetic, Weird
371. Trisomie 21 - Chapter IV = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Groovy
372. Bush Tetras - Beauty Lies = Mood: Angry, Euphoric | Time: Night | Energy: Energetic, Groovy
373. Sunny Day Real Estate - Diary = Mood: Sad, Euphoric | Time: Day | Energy: Energetic, Cozy
374. триагрутрика - Вечерний Челябинск = Mood: Euphoric | Time: Day | Energy: Groovy, Cozy
375. Жанна Агузарова - Жанна Агузарова = Mood: Euphoric, Trippy | Time: Day | Energy: Energetic, Weird
376. Mount Eerie - Clear Moon = Mood: Sad, Deep | Time: Morning | Energy: Calm, Dreamy
377. А-Студио - Джулия = Mood: Euphoric, Nostalgic | Time: Day | Energy: Energetic, Groovy
378. Hatebreed - Hatebreed = Mood: Angry | Time: Day | Energy: Aggressive, Energetic
379. Children of Bodom - Follow the Reaper = Mood: Angry, Euphoric | Time: Night | Energy: Aggressive, Energetic
380. Teardrop Explodes - Kilimanjaro = Mood: Euphoric, Trippy | Time: Day | Energy: Energetic, Groovy
381. The Drums - The Drums = Mood: Euphoric, Nostalgic | Time: Day | Energy: Energetic, Cozy
382. Despised Icon - Day of Mourning = Mood: Angry | Time: Night | Energy: Aggressive, Dark
383. Born of Osiris - The Discovery = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
384. Chet Baker - Chet Baker Sings = Mood: Melancholic, Nostalgic | Time: Late Night | Energy: Calm, Cozy
385. Elvis Costello - This Year's Model = Mood: Angry, Euphoric | Time: Day | Energy: Energetic, Groovy
386. Best Coast - Crazy for You = Mood: Euphoric, Nostalgic | Time: Day | Energy: Cozy, Groovy
387. Caldera - One Last Glimpse = Mood: Deep, Trippy | Time: Night | Energy: Calm, Dreamy
388. Cousin - The Second Message = Mood: Deep, Trippy | Time: Night | Energy: Groovy, Dreamy
389. Priori - Pareidolia = Mood: Deep, Trippy | Time: Night | Energy: Groovy, Dreamy
390. Maara - The Ancient Truth = Mood: Deep, Melancholic | Time: Night | Energy: Calm, Dreamy
391. Djrum - Under Tangled Silence = Mood: Deep, Melancholic | Time: Late Night | Energy: Dreamy, Dark
392. Floating Points - Cascade = Mood: Deep, Euphoric | Time: Sunset | Energy: Groovy, Dreamy
393. Delano Smith - An Odyssey = Mood: Deep, Nostalgic | Time: Late Night | Energy: Groovy, Calm
394. 4 позиции Бруно - Я заказан = Mood: Eerie, Deep | Time: Night | Energy: Dark, Weird
395. второй - Свиная попутка = Mood: Eerie, Trippy | Time: Night | Energy: Weird, Dark
396. Gabor Szabo - Dreams = Mood: Trippy, Nostalgic | Time: Late Night | Energy: Calm, Groovy
397. Lizzy Mercier Descloux - Lizzy Mercier Descloux = Mood: Euphoric, Trippy | Time: Night | Energy: Groovy, Energetic
398. Quando Quango - Pigs & Battleships = Mood: Euphoric, Angry | Time: Night | Energy: Groovy, Energetic
399. Gina X Performance - Nice Mover = Mood: Eerie, Euphoric | Time: Night | Energy: Groovy, Dark
400. Lifetones - For a Reason = Mood: Trippy, Deep | Time: Sunset | Energy: Groovy, Calm
401. Idles - Ultra Mono = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
402. Deepchord - Auratones = Mood: Deep, Trippy | Time: Late Night | Energy: Calm, Dreamy
403. Два Обреза - Шабаш радио = Mood: Eerie, Angry | Time: Night | Energy: Dark, Weird
404. Moon Duo - Mazes = Mood: Trippy, Euphoric | Time: Sunset | Energy: Groovy, Dreamy
405. Tom Tom Club - Tom Tom Club = Mood: Euphoric | Time: Day | Energy: Groovy, Energetic
406. Оле Лукойе - Запара = Mood: Trippy, Deep | Time: Night | Energy: Weird, Groovy
407. Bluestaeb & S. Fidelity - Underground Canopy = Mood: Euphoric, Deep | Time: Sunset | Energy: Groovy, Cozy
408. ETNOBOTANIKA - Leśne Duchy = Mood: Trippy, Eerie | Time: Night | Energy: Weird, Dark
409. Slowdive - Souvlaki = Mood: Melancholic, Trippy | Time: Sunset | Energy: Dreamy, Calm
410. My Bloody Valentine - Loveless = Mood: Trippy, Melancholic | Time: Sunset | Energy: Dreamy, Energetic
411. Arthur Russell - World of Echo = Mood: Deep, Melancholic | Time: Late Night | Energy: Calm, Dreamy
412. Rhythm & Sound - The Versions = Mood: Deep, Trippy | Time: Late Night | Energy: Groovy, Calm
413. Gas - Pop = Mood: Deep, Trippy | Time: Late Night | Energy: Calm, Dreamy
414. William Basinski - The Disintegration Loops I = Mood: Sad, Deep | Time: Sunset | Energy: Calm, Dreamy
415. Ночной Проспект - Сахар = Mood: Eerie, Trippy | Time: Night | Energy: Dark, Weird
416. Гражданская Оборона - Сто лет одиночества = Mood: Angry, Sad | Time: Night | Energy: Aggressive, Dark
417. Shortparis - Пасха = Mood: Eerie, Angry | Time: Night | Energy: Aggressive, Weird
418. Guf - Город дорог = Mood: Deep, Melancholic | Time: Night | Energy: Groovy, Dark
419. Муцураев = Mood: Sad, Deep | Time: Night | Energy: Calm, Dark
420. Thrice - Artist in the Ambulance = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
421. Fra Lippo Lippi - In Silence = Mood: Melancholic, Nostalgic | Time: Night | Energy: Calm, Cozy
422. Chameleons - Script of the Bridge = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Energetic
423. Sad Lovers & Giants - Epic Garden Music = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Dreamy
424. Утро - Утро = Mood: Eerie, Deep | Time: Night | Energy: Dark, Weird
425. Cul de Sac - China Gate = Mood: Trippy, Deep | Time: Night | Energy: Dreamy, Weird
426. The Pains of Being Pure at Heart - POBPATH = Mood: Euphoric, Melancholic | Time: Day | Energy: Dreamy, Energetic
427. Air - Moon Safari = Mood: Nostalgic, Melancholic | Time: Morning | Energy: Cozy, Dreamy
428. Dorothy Ashby - Afro-Harping = Mood: Nostalgic, Deep | Time: Sunset | Energy: Calm, Groovy
429. Angelo Badalamenti - Blue Velvet OST = Mood: Eerie, Deep | Time: Night | Energy: Dark, Calm
430. Sun Ra - Space Is the Place = Mood: Trippy, Euphoric | Time: Night | Energy: Weird, Energetic
431. Little Computer People - Electro Pop = Mood: Euphoric | Time: Night | Energy: Groovy, Energetic
432. Men I Trust - Untourable Album = Mood: Melancholic, Nostalgic | Time: Sunset | Energy: Cozy, Dreamy
433. Yoko Kanno - Cowboy Bebop OST = Mood: Euphoric, Melancholic | Time: Night | Energy: Groovy, Energetic
434. Mariah - うたかたの日々 = Mood: Melancholic, Trippy | Time: Night | Energy: Dreamy, Calm
435. Sleep Research Facility - Deep Frieze = Mood: Deep, Eerie | Time: Late Night | Energy: Calm, Dark
436. Yīn Yīn - The Rabbit That Hunts Tigers = Mood: Euphoric, Trippy | Time: Day | Energy: Groovy, Energetic
437. Wooden Shjips - West = Mood: Trippy, Deep | Time: Sunset | Energy: Groovy, Dreamy
438. Pender Street Steppers - Life in the Zone = Mood: Euphoric, Deep | Time: Night | Energy: Groovy, Calm
439. Laughing Hands - Dog Photos = Mood: Trippy, Eerie | Time: Night | Energy: Weird, Dreamy
440. Світлана Няньо & Юрченко - Знаєш як? Розкажи = Mood: Nostalgic, Deep | Time: Morning | Energy: Calm, Cozy
441. Kosmischer Läufer - Volume Four = Mood: Trippy, Euphoric | Time: Sunset | Energy: Groovy, Dreamy
442. Susumu Yokota - The Boy and the Tree = Mood: Deep, Trippy | Time: Morning | Energy: Calm, Dreamy
443. Disco Inferno - D.I. Go Pop = Mood: Trippy, Melancholic | Time: Day | Energy: Energetic, Weird
444. James Ferraro - Marble Surf = Mood: Trippy, Eerie | Time: Night | Energy: Weird, Dreamy
445. Parannoul - To See the Next Part of the Dream = Mood: Sad, Euphoric | Time: Sunset | Energy: Energetic, Dreamy
446. Sweet Trip - You Will Never Know Why = Mood: Euphoric, Trippy | Time: Day | Energy: Dreamy, Energetic
447. Hooverphonic - A New Stereophonic Sound Spectacular = Mood: Melancholic, Trippy | Time: Night | Energy: Dreamy, Cozy
448. Aphex Twin - Drukqs = Mood: Trippy, Eerie | Time: Night | Energy: Weird, Calm
449. Nightmares on Wax - Smokers Delight = Mood: Euphoric, Trippy | Time: Late Night | Energy: Groovy, Cozy
450. Amorphis - Tales from the Thousand Lakes = Mood: Deep, Melancholic | Time: Night | Energy: Aggressive, Dark
451. Lil Yachty - Let's Start Here = Mood: Trippy, Euphoric | Time: Day | Energy: Dreamy, Groovy
452. Jay Munly - Jimmy Carter Syndrome = Mood: Eerie, Sad | Time: Night | Energy: Dark, Calm
453. DJ Cam - Soulshine = Mood: Nostalgic, Deep | Time: Late Night | Energy: Groovy, Calm
454. Veil of Maya - The Common Man's Collapse = Mood: Angry | Time: Day | Energy: Aggressive, Energetic
455. Полумягкие - Акустические морали овердрафта = Mood: Melancholic, Nostalgic | Time: Sunset | Energy: Cozy, Calm
456. Kunteynir - Блёвбургер = Mood: Eerie, Angry | Time: Night | Energy: Weird, Aggressive
457. Atreyu - The Curse = Mood: Angry, Sad | Time: Night | Energy: Aggressive, Energetic
458. A Day to Remember - What Separates Me from You = Mood: Angry, Euphoric | Time: Day | Energy: Aggressive, Energetic
459. Noumena - Anatomy of Life = Mood: Melancholic, Angry | Time: Night | Energy: Aggressive, Dark
460. Global Communication - 76:14 = Mood: Deep, Trippy | Time: Late Night | Energy: Calm, Dreamy
461. Various - Sweet as Broken Dates = Mood: Nostalgic, Deep | Time: Sunset | Energy: Groovy, Cozy
462. Hugh Masekela - Home Is Where the Music Is = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Energetic
463. DJ Metatron - This Is Not = Mood: Euphoric, Deep | Time: Late Night | Energy: Groovy, Dreamy
464. K-Klass - Universal = Mood: Euphoric | Time: Night | Energy: Groovy, Energetic
465. Mad Professor & Massive Attack - No Protection = Mood: Deep, Trippy | Time: Night | Energy: Groovy, Dark
466. Electric Wizard - Dopethrone = Mood: Eerie, Trippy | Time: Night | Energy: Aggressive, Dark
467. King Gizzard - 12 Bar Bruise = Mood: Euphoric, Angry | Time: Day | Energy: Energetic, Aggressive
468. Various - Doing It in Lagos = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Energetic
469. In Flames - The Jester Race = Mood: Melancholic, Angry | Time: Night | Energy: Aggressive, Energetic
470. Condry Ziqubu - Gorilla Man = Mood: Euphoric, Nostalgic | Time: Day | Energy: Groovy, Energetic
471. The Chills - Kaleidoscope World = Mood: Melancholic, Nostalgic | Time: Day | Energy: Cozy, Dreamy
472. Don Laka - Stages of Love = Mood: Euphoric, Nostalgic | Time: Night | Energy: Groovy, Cozy
473. King Tubby - Dub from the Roots = Mood: Trippy, Deep | Time: Night | Energy: Groovy, Calm
474. Far East Family Band - Parallel World = Mood: Trippy, Deep | Time: Night | Energy: Dreamy, Calm
475. The Bug - London Zoo = Mood: Angry, Eerie | Time: Night | Energy: Aggressive, Dark
476. Tangerine Dream - Phaedra = Mood: Trippy, Deep | Time: Late Night | Energy: Dreamy, Calm
477. Thelonious Monk - Brilliant Corners = Mood: Euphoric, Deep | Time: Night | Energy: Groovy, Weird
478. Yusef Lateef - Love Theme from Spartacus = Mood: Deep, Nostalgic | Time: Late Night | Energy: Calm, Cozy
479. Huerco S. - For Those of You Who Have Never = Mood: Deep, Melancholic | Time: Late Night | Energy: Calm, Dreamy
480. Oneohtrix Point Never - Replica = Mood: Eerie, Trippy | Time: Night | Energy: Weird, Calm
481. Benighted - Asylum Cave = Mood: Angry | Time: Night | Energy: Aggressive, Dark
482. Pink Turns Blue - If Two Worlds Kiss = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Dreamy
483. Curtis Mayfield - Superfly = Mood: Euphoric, Deep | Time: Day | Energy: Groovy, Cozy
484. Nick Cave & the Bad Seeds - Murder Ballads = Mood: Eerie, Deep | Time: Night | Energy: Dark, Weird
485. Speedy G - Ginger = Mood: Euphoric, Deep | Time: Night | Energy: Groovy, Energetic
486. Josef K - Revelations = Mood: Angry, Melancholic | Time: Night | Energy: Energetic, Dark
487. Pixies - Doolittle = Mood: Euphoric, Angry | Time: Day | Energy: Energetic, Aggressive
488. Weezer - Weezer = Mood: Euphoric, Nostalgic | Time: Day | Energy: Energetic, Cozy
489. The Smiths - The Queen Is Dead = Mood: Melancholic, Sad | Time: Sunset | Energy: Cozy, Groovy
490. The Cure - Seventeen Seconds = Mood: Melancholic, Eerie | Time: Night | Energy: Dark, Dreamy
